tweet_id,user_id,ARI,Bormuth.MC,Coleman,Coleman.C2,Dale.Chall,Danielson.Bryan.2,FOG,TTR,R,I
1345991483917299714,2807061,14.54,-0.86955650462963,4.55,25.3833333333333,-19.3066666666667,44.8162,2.4,1,2.23606797749979,0
1126488644846596096,2929271,16.0257692307692,-4.73608321119709,26.05,25.7423076923077,-27.0169230769231,77.7124,21.1692307692308,0.875,4.28660704987056,40.0909090909091
565269689094656000,6513132,13.5735294117647,-1.30500812301547,-0.508823529411771,13.5794117647059,-31.2767647058823,60.23545,22.2235294117647,1,4.12310562561766,0
1342805866832130049,11798532,26.7072727272727,-0.958178948816679,-3.26818181818182,20.5954545454545,-26.1586363636364,22.2288,24.0181818181818,1,3.16227766016838,0
1130474546342051840,15022080,10.6126923076923,-2.15051213512745,11.1653846153846,18.05,-29.0084615384615,73.97374,17.5076923076923,0.96,4.8,192
556490948054880256,15915380,15.5121428571429,-2.41225141873178,26.05,30.6214285714286,-33.8742857142857,61.8320615384615,14.1714285714286,1,3.60555127546399,0
1347233038158221314,17919801,12.97,-0.867068796875,4.55,25.3833333333333,-11.39,56.4604545454545,15.7333333333333,1,3.3166247903554,0
1308857844519796737,18882085,24.8384210526316,-7.02172859682534,32.8394736842105,30.05,-54.72,73.7032162162162,26.7789473684211,0.837837837837838,5.09636860646608,48.05
424881553198841856,19113547,1.41,-1.01721127929687,26.05,38.55,-24.645,84.3015142857143,18.2,0.875,2.47487373415292,16.3333333333333
1343146054330552321,20526714,26.4892,-4.666881309504,23.47,23.65,-44.45,53.5215333333333,26,1,4.24264068711929,0
563977498716012545,21361705,14.6817647058824,-1.32468812301547,7.07941176470588,20.4029411764706,-31.2767647058823,57.68325,24.5764705882353,1,4,0
1314252546953879555,22950900,12.464,-1.0917914852963,4.55,20.45,-29.8416666666667,60.9227714285714,16.3333333333333,1,3.60555127546399,0
563681402060038144,28717597,3.78142857142857,-1.53724356974139,29.1214285714286,36.9071428571429,-29.1973809523809,85.8025,11.8190476190476,0.842105263157895,3.67065174192899,28.4444444444444
1326630224042348546,32965067,14.0546153846154,-2.22562677833409,11.1653846153846,18.05,-25.3546153846154,63.5176666666666,20.5846153846154,1,3.60555127546399,0
295964184783499264,33180244,20.895,-2.53551355393586,26.05,30.6214285714286,-27.0885714285714,49.3867692307692,22.7428571428571,0.923076923076923,3.32820117735137,48
43020156737302528,37226226,10.9578260869565,-4.03892448935646,23.245652173913,23.9630434782609,-38.6091304347826,84.9865272727273,21.3739130434783,0.952380952380952,4.36435780471985,133.333333333333
70452375755829248,40629476,16.0075,-2.79967444702148,9.925,14.8,-36.1025,63.9056666666667,18.9,1,3.87298334620742,0
77667684778643457,40629476,13.62,-4.047528,23.245652173913,23.9630434782609,-46.87,79.1145454545454,19.6347826086957,0.91304347826087,4.37880269519857,55.125
449500856069922817,41335841,16.48375,-0.436379,-22.325,13.55,-33.76,41.3358428571429,21.6,1,2.64575131106459,0
1341414045723848704,42424530,9.53241379310345,-2.36965401293103,23.8258620689655,28.2568965517241,-41.005,78.4343428571429,18.2137931034483,0.730769230769231,3.7262065676255,12.448275862069
1349474668516945927,44640535,21.89,-0.732626,4.55,30.3166666666667,-34.45,35.6625238095238,23.3333333333333,1,3.46410161513775,0
1350379522860998656,44640535,34.04,-8.47526887514952,7.41666666666666,6.58333333333333,-57.8277777777778,62.9731818181818,35.7777777777778,0.906976744186046,5.94744424297158,126.75
539512888546045953,44910987,2.74666666666667,-3.00112531961591,40.3833333333333,41.1611111111111,-22.3088888888889,96.8246705882353,11.6444444444444,1,4.12310562561766,0
159571998891184128,46358249,7.8265,-1.492734556375,26.05,34.85,-33.15,75.8743105263158,16,0.85,3.80131556174964,26.2727272727273
