user_id,Augmented1,Augmented2,Augmented3,Augmented4
100044793,-0.3815775807505297,0.2946379933219279,-0.29319193740620186,0.4878286282673647
1002266713,0.9575891720071837,-0.1018126599229808,-0.18162237100805265,0.7205292060869062
100481809,-0.08780195572638293,0.27232658180747643,-0.2415564625083628,-0.14089595689927195
100515720,0.08678290922179051,0.29603628559084244,-0.24178586757420964,-0.13387447834879448
100539810,0.6752493544780903,0.04921162882927579,0.20334674673342026,0.06317894834615798
1006079186,-0.043474324783807604,0.2448233895780478,-0.07002926505543454,0.21539076076983465
100611628,0.007917212387654653,0.10883260874997898,0.11399351370780783,-0.06955524020834805
1007026639,-1.290282540720744,0.268004405933639,-0.33339842530004177,0.16729746547599716
1009116900,,,,
1009664899,-1.142820932088485,0.0037064321735350288,0.024931176609445885,-0.17336501868144097
1010990306,0.8901648299569231,-0.5000710356174332,0.74280605891005,-0.029646266922421442
1011614880,-0.652642652400023,-0.8890961851193017,1.17982684467448,0.4003953480221601
1011864553,-0.37245376077240727,-0.1781340209797687,0.4148574134964337,-0.39023795464699634
101211935,0.1453563660953155,0.2085462520046296,-0.07098789920855779,0.0577579455021022
1012203103,,,,
101524444,0.1821639541353634,0.06717558241345638,0.2151688202560432,0.025287231992427887
102015242,0.42029229189465683,0.24048259535294414,-0.0797563757101088,0.16963548855901295
1020559236,0.7877876545706618,-0.6015909457951781,0.6296405122179174,1.768596875841287
102100426,0.15195581346551146,-0.08561680876176353,0.4742597474728689,-0.07352177876096694
102420396,0.840728961015995,-0.3394566817777697,0.4649318199559096,-0.3501038195417569
1024690117,0.6343595268585027,0.08595532786465666,0.13593370273143038,0.4533088353241741
1024980008,,,,
1027056698,-0.5709790091418823,-0.7995383663176331,-0.3989323925957131,-0.5447444593319379
1028961271,-1.7043486948488384,-0.0041680047293011875,0.22623621238721334,-0.004747571105504018
103163709,-0.5060799594661469,0.5777315681622428,-0.9306387255263752,0.017029033004088773
