tweet_id,user_id,ARI,Bormuth.MC,Dale.Chall.old,Danielson.Bryan.2,Flesch,FOG,R,I,D
1348183534352130048,2150247720,23.907,-2.73626139337037,19.6441666666667,47.2682862068965,-70.65,31.3333333333333,5.19946946895745,261.333333333333,0.00246305418719212
1327920235060620032,4429123978,16.6896428571429,-2.40088542857143,20.1209,61.8409074074074,-30.9607142857143,25.6,4.91353814911995,112.666666666667,0.00529100529100529
1336251377249550080,1721796816,13.7399047619048,-1.89864075132275,20.0051666666667,66.0172039215686,-0.795238095238062,21.8095238095238,4.59619407771256,37.5555555555556,0.0120967741935484
1347476734145339904,122020993,17.482,-1.641104,19.9225,53.9075894736842,-10.585,20,4.24264068711929,0,0
1346034283115399936,1379068902,27.8007692307692,-4.87494132595585,20.1087923076923,52.027,-70.1011538461538,31.9384615384615,4.58731710925565,161.333333333333,0.00395256916996047
1350461667944049920,122020993,24.2592857142857,-2.53530685714286,20.1209,41.6084615384615,-49.0892857142857,28.4571428571429,3.46410161513775,0,0
1350141583811859968,122020993,22.6063636363636,-1.92677127272727,19.9721,39.529,-27.3663636363636,26.2181818181818,3,0,0
1329105674073200128,753540163125538048,28.7685714285714,-3.94251971428571,20.4681,42.7714,-72.3085714285714,33.1619047619048,4.47213595499958,0,0
1301759548139729920,1185244502,21.4170967741935,-2.78706782420446,19.6859451612903,53.4969,-35.4071774193548,28.1354838709677,5.38815906080325,300,0.0021505376344086
1257739971265509888,1185244502,34.547,-5.715164,20.9145,42.8464,-71.7749999999999,37.3333333333333,5.10252038562457,243,0.00264550264550265
1346800524218269952,951601232,21.0957142857143,-1.11602514285714,19.7737,31.9988666666667,30.53,8.51428571428571,2.44948974278318,0,0
1343806845266360064,97011553,11.7925,-0.752554,19.7241,59.2579,-10.755,15.7333333333333,3.01511344577764,33.3333333333333,0.0181818181818182
1347507794900029952,33182657,22.772,-5.52172139337037,20.3881666666667,68.1948482758621,-29.475,33.3333333333333,4.6,88.1666666666667,0.00666666666666667
1351918816666779904,130794158,24.6368965517241,-2.63787884051724,20.1457,44.9131571428571,-52.9307758620689,30.6275862068966,4.58731710925565,161.333333333333,0.00395256916996047
1346117336575729920,278390597,17.9779310344828,-2.55087085847616,19.0567344827586,59.6913142857143,-15.0066379310344,25.1103448275862,4.81125224324688,78.125,0.00854700854700855
1346843346082390016,2234660111,22.808,-2.7313593602963,19.1178333333333,49.7020413793103,-67.83,30,5.10252038562457,243,0.00264550264550265
1323180513553710080,3058459234,19.3603921568627,-0.820641037037037,19.7075666666667,43.2031833333333,-27.8343137254902,23.443137254902,3.74165738677394,0,0
1363028672056290048,1084527738210400000,11.33,-1.336334,19.8729,62.1496,-27.9,25.8222222222222,3,0,0
1350511528777280000,122020993,26.1375,-1.402878,19.8233,22.9323142857143,-76.235,33.2,2.64575131106459,0,0
1363069126256839936,2218402195,17.5307142857143,-2.41582114285714,20.1209,59.9701481481481,-43.0464285714285,28.4571428571429,5.00370233297676,225.333333333333,0.00284900284900285
1351973814045989888,130794158,12.615,-1.598553881,18.3435,66.1401609195402,16.205,16,4.81125224324688,104.166666666667,0.0056980056980057
1352885959893929984,113581732,23.1034523809524,-1.6106775978836,19.8894333333333,41.6187111111111,-65.502619047619,26.5904761904762,4.8,192,0.00333333333333333
1348229571833939968,706191568835837056,20.2088888888889,-2.36733018055556,20.0961,53.2759230769231,-73.2008333333333,27.6222222222222,4.6,88.1666666666667,0.00666666666666667
1354335223971010048,1257975756229149952,29.6123076923077,-4.88913784615385,20.7161,48.0754,-60.3396153846153,30.4,4.89897948556636,0,0
1352703069121890048,122020993,23.122,-2.706664,20.1705,45.9944857142857,-50.91,27.3333333333333,3.74165738677394,0,0
1.347632513964e+18,885165770,20.8936363636364,-1.89635672727273,19.9721,43.597,-27.3663636363636,22.5818181818182,3.16227766016838,0,0
1348978033126850048,3417272529,21.895,-2.875724,20.2201,50.475,-52.63,28.9,3.74165738677394,0,0
1345112206808110080,386493055,14.4205,-1.586738,19.9225,60.872647368421,-23.275,18,4.47213595499958,0,0
1354466188378690048,73089796,25.006,-2.74012,20.1705,41.6691714285714,-50.91,30,3.3166247903554,0,0
1301114252053360128,1949370745,13.8130769230769,-2.15751646153846,20.0713,67.686698245614,-18.9446153846154,21.6102564102564,5.67774973957669,136.111111111111,0.0042674253200569
1353619110131849984,377303749,13.9313333333333,-0.922818370370371,19.7571666666667,57.7540456140351,-32.5816666666667,22.6666666666667,4.2485291572496,120.333333333333,0.00526315789473684
1367731977638520064,1107612071351500032,34.764,-0.961242,19.6745,-15.5222,-52.04,26,2,0,0
1363056249328310016,1084527738210400000,22.96,-0.551384,19.6249,7.38939999999999,-114.475,21.6,2,0,0
1347517057160640000,33182657,24.5071428571429,-3.86684542857143,20.4681,52.2486,-27.9942857142857,29.352380952381,4.35889894354067,0,0
1343182520549070080,2150247720,25.0635483870968,-2.86601188721006,19.1765903225806,45.4385,-38.1362096774193,25.5548387096774,4.91353814911995,112.666666666667,0.00529100529100529
1347094898789509888,374445155,10.8675,-1.93156530085359,19.3637833333333,71.9772347826087,4.30500000000001,16.4666666666667,4.69485534033443,176.333333333333,0.0036231884057971
1349049754345499904,130794158,23.134,-1.741472,19.9225,42.6290137931034,-43.015,22.6666666666667,4.69485534033443,176.333333333333,0.0036231884057971
1344332414290690048,706191568835837056,24.6782608695652,-4.24390017391304,20.5673,54.7232363636364,-66.6317391304347,28.3304347826087,4.58731710925565,161.333333333333,0.00395256916996047
1363517278638200064,2312306785,15.0417142857143,-3.03904276785714,20.2945,70.2635529411765,-4.29892857142855,21.8571428571429,5.0709255283711,25.7142857142857,0.0252100840336134
1310953630372100096,1949370745,8.92446808510638,-1.40985083900099,18.548910212766,74.3743669565217,10.094,18.228085106383,6.41805962590736,215.111111111111,0.00277520814061055
1345341926334200064,434979087,28.7033333333333,-5.07541336996393,20.1808851851852,51.4237692307692,-86.9033333333333,33.0222222222222,4.8,192,0.00333333333333333
1352500119644590080,374445155,14.068125,-1.21705094702148,18.836425,58.1670333333333,3.07750000000001,18.2,3.74165738677394,0,0
1347476734145339904,122020993,17.482,-1.641104,19.9225,53.9075894736842,-10.585,20,4.24264068711929,0,0
1348946619010569984,122020993,33.025,-1.917116,19.9225,12.1826666666667,-82.4949999999999,32,3.16227766016838,0,0
1366417107441880064,434979087,24.2828571428571,-3.86286257142857,20.4681,52.7474,-56.1942857142857,27.447619047619,4.12310562561766,0,0
1343274743823290112,1280577963528979968,38.8484210526316,-1.92287520394737,19.8977,4.25757777777776,-87.7759210526316,31.1684210526316,4.24264068711929,0,0
1341837093996270080,386493055,23.9872413793103,-2.6263422887931,20.1457,46.3549285714286,-67.5169827586207,32.0068965517241,5.09901951359279,0,0
