tweet_id,user_id,text,label
1348183534352138241,2150247720,"#COVID19 Oraingo datuak, izurriaren dinamika, txertoaren eragina eta birusaren mutazioak aintzat hartuta, egoera epidemiologikoa aurreikusten saiatu gara @_miriku_, @ErnestoQA eta hirurok, @ebegiristain i erantzunez.""Atzetik dator hirugarrena"", @berria n: https://t.co/4SrgyNIzgi",FAVOR
1327920235060621312,4429123978,"akaso huminatate (ikas)gaiak, filosofia eta abar, ez baleude hain gutxietsiak, Pfizerren txertoaren iragarpenak eta hari loturiko burtsaren kontuak beste debate batzuk sortuko zituzkeen gure artean. Akaso. #birusarenak",AGAINST
1336251377249554432,1721796816,"Ez, EITB, ez da lehena. Aurretik milaka pertsonek hartu dute Pfizer-en txertoa, 15000 baino gehiagok berak baino lehenago hartu dute. Margaret Keenan litzateke IV. faseko lehena (gure inguruan behintzat): txertoa biztanleria osoan ematea https://t.co/5i5dldL0uV",FAVOR
1347476734145343489,122020993,"▶ #BIDEOA @ZupiriaB, @EgunOnEuskadi saioan: ""Europar Batasunean txerto bakarra dago momentuz. Hiru, lau edo bost daudenean azkarrago joango gara""  https://t.co/3MQlTqdiNL",NONE
1346034283115405312,1379068902,“Estatu osorako txertoak banatzeko eta biltegiratzeko gaitasuna du Bexen Medical-ek”.https://t.co/cObrp4WNRLTulankidek Bexen Medical-eko zuzendari nagusi den Carlos Arsuagarekin hitz egiteko aukera izan du.@euMONDRAGON #COVID19,NONE
1350461667944050692,122020993,▶️BIDEOA:  Covidaren kontrako txerto gehiago jasoko dituzte gehien txertatu duten erkidegoek https://t.co/wbYOzR35fs #koronabirusa,NONE
1350141583811862535,122020993,Osasun-langile eta mendeko batzuek aurreneko txertoak jaso dituzte Nafarroan https://t.co/p4BSqmE8TN,NONE
1329105674073206795,753540163125538816,[ALBISTEA: Ataun Irratia]📌 Pfizerrek % 95era igo du koronabirusaren aurkako txertoaren eraginkortasuna #AtaunIrratia #Irratia #Webgunea #Albistea #Berria #Informazioa #Komunikazioahttps://t.co/Sbn5kDdASZ,NONE
1301759548139732992,1185244502,"@iparradegoalde @AnaErasun @elhuyaraldizk Derrigortzeak jendea aurka jartzea ere ekartzen du askotan. Informazio argia eta gardena emateak, kontzientzia sortzeak eta txertoekin zalantzak dituztenen beldurrak zintzoki entzuteak, ordea, bide berean jar gaitzake denok.",NONE
1257739971265511432,1185244502,"Nerea Zabaleta ikertzailea, oso kritiko #COVID19 aren aurkako txertoa azkarrago garatzearren, txertatutakoak birusarekin kontaktuan jartzearen alde azaldu direnekin: “Zientziaren historiak baditu horren adibideak, oso emaitza larriak izan dituenak""https://t.co/gsSVgwDOTU https://t.co/9nPNZ3cmRp",NONE
1346800524218277889,951601232,Ikusmin handia sortu du txertoak @berria https://t.co/R2HCXKISrW,NONE
1343806845266366467,97011553,Heldu dira txertoak Forondara. @radioeuskadi-n kontatzen ari dira. Hernanira bidean laster.,FAVOR
1347507794900037633,33182657,"💉 Pfizer Biotnech txertotik Europako Sendagaien agentziak, 5 dosi atera beharrean 6 ateratzeko baimena eman du xiringa berezi bat erabiliz, ondorioz ehuneko 20 dosi gehiago atera al izango dira https://t.co/nLw1hdn57G",NONE
1351918816666783744,130794158,"🔴 ELKARRIZKETA | @gorka_orive EHUko farmazia katedradunari egindako elkarrizketa, #nahieran!👇  ""Egokia da gaixo bakoitzari bere bigarren dosia ziurtatzea, Modernak eta Pfizerrek ez badituzte txertoak ziurtatzen"".👉 https://t.co/2oHDY9Biui#GureanGaur https://t.co/Mkdq3Zk20k",NONE
1346117336575733760,278390597,"“Onena litzake denok hartzea eta behingoz pasatzea”“Gripetxo bat da soilik gazteondako”“Adinekoei soilik eragiten die larri, haiek babestu beharko lirateke soilik”38 urteko hildakoa Nafarroan #txertoa Orain! https://t.co/4Ct1LUUiWQ",FAVOR
1346843346082390017,2234660111,"IRAKURRI HAUSNARTU IKASI ETA ZABALDUCOVIDIOTAS Ikastetxeetan egunero egindako delituak - Eneritz Aranburu. Zuzendaritza eta irakasle gehienak ""goitik datozen aginduei"" men egiten ari dira, baina beraien erantzukizun leg... @independentea1-ren bidez https://t.co/7LaYJqdFVV",AGAINST
1323180513553715201,3058459234,80 milioi haur arriskuan daude txertorik jasotzen ez dutelako. Lagun gaitzazu txertoak leku guztietara eramaten.#KonponbideTxikiak https://t.co/ma4Y0Mn69p,FAVOR
1363028672056295428,1084527738210406402,Benetan uste al duzu agintariak gure osasunaz kezkatzen direla?.,AGAINST
1350511528777289729,122020993,45 urtetik gorakoen txertaketa hasiko da igandean Israelenhttps://t.co/6opid1ULyd,NONE
1363069126256840704,2218402195,"@AgirreAlaine Txertoak kaltegarriak izan daitezkeen beldur badira, arazorik sortzen ez dutela ikusitakoan, kontrako jarrera horiek gutxituko egin beharko lukete. Eta bidaiatzeko txerto-agiria ezariko balitz... zer esanik ez!",FAVOR
1351973814045995012,130794158,"🗣 @zalduariz  #Gakoak saioan: “Nola da posible sistema bat non jaisten den ospitaleko zuzendari bat eta esaten duen “Beno, txertoa jarri niri”. Lotsagarria. Eta lotsagabeak beraiek, noski”🔴 #ZUZENEAN https://t.co/QBlc1b8Tff",NONE
1352885959893934080,113581732,"#Elkarrizketa #Koronabirusa #Txertoa #AndoainBexen enpresa hedabideen arreta bereganatzen hasi zen, COVID-19aren aurkako lehen txertoen iritsierarekin. Bozeramaile lanetan aritu da Jaione Albistur sorabillatarra. Biomedikuntzan ingeniaria da 👇https://t.co/PMqC7KnLSn",NONE
1348229571833946112,706191568835837952,"Zorioneko pandemiaren harira, #txertoa dela eta ez dela, PENTSAMOLDE BAKARRA ezarri nahi digute agintariek, beren sasi-intelektual akolitoen laguntzaz, kritika eta desadostasunerako zirrikitu oro itxi nahian.#PentsamoldeBakarrikEz",AGAINST
1354335223971012608,1257975756229152768,"#Covid19-aren ikerketa zientifikoan ere #sexismoa agerian: ""Emakumeak ez dira aintzat hartzen tratamenduen eta txertoen ikerketetan, Yale Unibertsitateko bi ikertzaile emakumezkok Science aldizkarian salatu dutenez. https://t.co/NCKqPW2D6L",NONE
1352703069121892353,122020993,#Koronabirusa Santa Marina ospitaleko zuzendariari txertoa hartzeko baimenik eman ez ziola esan du Sagarduik https://t.co/SfjOiSAxWl,NONE
1347632513964007429,885165770,"Hau egia balitz, txertoak erosi baino, supermerkatuak ixtea beharko genuke. https://t.co/OgmDHvaNie",AGAINST
1348978033126854656,3417272529,"💉Motel eta berandu egiten ari dela txertaketa, kritikatu du oposizio taldeek #koronabirusa #albisteak @salud_na https://t.co/yLnHBOHy3b",NONE
1345112206808113157,386493055,"@AnaGalarraga1 Oso interesgarria lehenengo haria, eta ze gutxi iraun digun txertoen pozak. #Daitort estresa sortzen didala dosien kontuak abiada honetan.",FAVOR
